custid,debtinc,creddebt,othdebt,preloan,veh,house,selfemp,account,deposit,emp,address,branch,ref,age,gender,ms,child,zone,bad
3438,34.61,5.99,10.33,2,1,2,1,1,1,8,11,2,2,1,1,1,1,9,0
3439,9.97,3.02,2.96,1,1,1,1,2,1,7,1,2,2,2,2,1,1,18,0
3440,13.55,2.63,2.55,1,2,1,2,2,1,7,17,1,1,3,2,1,1,8,0
3441,6.19,1.85,0.65,2,1,1,1,2,1,2,17,2,2,3,2,1,1,16,0
3442,6.49,3.84,2.08,1,1,1,2,1,1,17,31,1,1,1,2,1,1,13,0
3443,13.42,2.45,1.54,1,1,2,1,1,2,7,6,1,1,2,1,1,1,17,0
3444,4.66,1.41,2.14,1,2,1,2,2,1,5,6,1,2,1,1,2,1,14,0
3445,13.11,7.27,4.31,1,2,1,1,1,1,28,25,1,2,3,1,1,1,13,0
3446,4.28,2.49,0.87,1,2,2,2,2,1,0,1,2,1,2,1,1,1,10,0
3447,10.25,0.55,3.2,1,2,1,1,2,1,11,7,1,2,3,2,1,1,17,0
3448,5.84,1.49,2.12,1,1,1,2,1,2,7,7,2,2,2,2,1,1,19,0
3449,3.86,1.41,1.49,1,2,1,1,1,2,12,18,2,2,2,2,1,1,2,0
3450,20.38,4.51,3.58,2,1,2,2,1,1,6,7,2,1,3,2,2,2,2,0
3451,6.73,1.68,2.17,1,1,2,1,1,1,6,8,1,1,2,1,2,2,13,1
3452,15.96,2.51,3,2,2,1,1,2,2,5,10,1,2,1,2,2,1,1,0
3453,11.32,0.28,4.36,2,2,2,1,1,1,12,11,2,1,2,1,1,1,15,0
3454,13.85,1.46,3.32,2,2,1,2,2,1,3,0,2,1,2,2,2,1,9,0
3455,35.35,2.7,11.17,1,2,1,1,2,1,11,3,1,2,2,1,2,1,16,0
3456,6.41,0.89,2.27,1,1,2,2,2,1,15,6,1,1,1,1,2,1,17,0
3457,8.64,3.37,2.42,1,2,1,2,2,1,13,10,2,1,2,1,1,1,19,0
3458,15.22,3.4,5.34,1,1,2,1,2,1,17,11,1,2,2,1,2,2,11,0
3459,12.91,1.09,4.2,2,1,1,1,1,2,4,4,1,1,3,2,2,2,2,0
3460,19.98,3.97,5.79,2,1,1,2,1,1,12,9,1,2,2,2,1,1,13,0
3461,9.19,2.2,2.45,2,1,1,2,2,1,3,4,2,1,3,1,1,1,13,0
3462,1.1,0.91,1.92,1,2,2,2,1,2,0,13,1,1,1,1,1,1,11,0
3463,7.49,3.22,1.31,2,2,1,2,1,1,6,8,1,1,3,1,2,1,5,0
3464,12.91,2.28,2.71,1,2,1,1,1,2,12,13,1,2,3,2,1,1,13,0
3465,13.88,6.7,3.3,2,1,2,2,1,1,16,2,1,1,1,1,2,2,7,0
3466,5.98,3.04,2.88,2,2,2,1,1,1,25,11,2,2,1,1,2,2,9,0
3467,13.26,5.18,13.72,1,2,1,2,1,2,22,15,2,2,1,1,1,1,16,0
3468,3.95,1.43,1.01,2,2,1,1,2,2,0,12,2,2,1,1,2,1,14,0
3469,8.51,2.62,1.64,1,1,1,1,2,1,8,15,2,1,3,2,2,2,11,0
3470,14.66,1.03,5.48,2,2,2,2,2,2,11,5,2,2,3,2,2,1,13,0
3471,6.48,2.36,1.05,1,1,1,2,1,2,4,5,2,1,3,1,2,1,6,0
3472,13.29,1.73,1.81,2,1,2,1,2,2,1,8,1,1,1,1,2,1,15,0
3473,2.86,1.78,1.92,2,1,2,2,2,1,6,1,1,2,3,2,1,1,7,0
3474,14.21,3.9,3.5,1,1,2,2,2,1,1,6,1,1,3,1,1,1,2,1
3475,6.58,2.84,0.51,1,2,1,1,1,1,4,4,1,2,3,1,1,1,11,0
3476,7.46,4.44,5.82,1,1,1,1,1,2,31,8,1,2,3,1,1,1,18,0
3477,14.58,2.65,5.01,1,1,1,2,2,2,9,1,2,2,2,2,2,1,11,0
3478,4.11,2.02,2.34,2,1,1,2,1,2,6,9,2,1,2,1,2,1,13,1
3479,10.66,2.06,5.25,1,1,1,1,1,1,9,9,1,1,1,2,2,2,4,0
3480,4.11,1.85,2.79,1,1,1,1,2,2,17,5,2,1,2,1,2,1,20,0
3481,25.73,4.07,9.05,1,2,1,1,2,2,8,2,1,1,3,2,1,1,11,0
3482,11.9,1.24,1.8,2,2,1,1,2,1,4,0,2,2,3,1,1,1,14,0
3483,12.87,0.84,4.46,2,2,2,1,1,1,1,18,1,1,1,2,1,1,4,0
3484,9.44,1.6,1.28,2,1,1,1,2,2,2,1,1,2,2,1,2,1,20,0
3485,11.37,2.03,5.7,2,2,2,2,2,1,19,10,1,1,3,1,1,1,15,0
3486,20.45,1.97,4.86,2,2,1,2,1,1,7,5,2,1,2,1,2,1,9,0
3487,9.91,2.6,0.74,2,2,1,1,1,2,2,5,1,2,2,2,2,2,7,0
3488,12.54,4.93,2.63,1,1,1,2,2,2,11,1,1,2,2,1,2,2,8,0
3489,12.04,2.48,6.72,2,2,2,1,2,1,12,13,2,2,3,1,1,1,6,0
3490,11.69,1.11,3.55,1,1,2,2,2,2,5,2,2,2,2,1,1,1,3,0
3491,8.53,0.56,2.12,1,1,1,2,2,2,1,6,2,1,2,2,1,1,4,0
3492,9.53,10.99,10.49,1,2,2,2,2,2,32,9,1,1,1,2,1,1,17,0
3493,29.2,4.83,5.2,1,1,2,2,1,1,1,26,1,1,3,2,1,1,15,1
3494,8.07,0.85,0.81,2,1,1,2,2,2,0,2,1,1,3,1,2,2,20,0
3495,15.79,3.25,6.88,2,2,1,1,2,1,7,2,2,2,3,2,1,1,5,0
3496,7.25,0.34,1,1,1,1,1,1,2,7,16,1,2,1,2,1,1,2,1
3497,15.6,0.81,3.74,2,2,2,2,1,2,6,5,2,2,3,2,1,1,10,0
3498,12,1.35,3.89,2,2,2,1,2,1,16,4,2,1,3,1,1,1,18,0
3499,9.34,4.53,5.51,1,2,2,1,1,2,19,22,1,2,2,1,1,1,7,0
3500,18.36,3.78,4.66,2,2,2,1,2,1,12,15,2,2,3,2,1,1,8,0
3501,10.08,13.06,5.56,2,1,1,2,2,1,17,13,2,1,1,1,1,1,18,0
3502,18.52,2.92,5.62,1,1,2,1,1,2,10,7,1,2,2,1,1,1,7,0
3503,6.58,2.86,3.79,1,1,2,1,2,1,15,14,1,2,2,2,2,1,7,0
3504,7.07,4.98,1.66,1,1,2,1,2,1,16,15,2,1,1,1,2,1,4,0
3505,17.95,4.19,4.65,2,1,2,1,1,1,2,0,2,1,2,2,1,1,20,0
3506,11.93,1.03,3.04,1,1,1,1,1,2,6,5,1,2,1,2,1,1,13,0
3507,33.76,4.58,17.74,1,1,1,1,1,1,20,9,1,2,2,1,2,2,6,0
3508,5.89,1.42,1.3,2,1,1,2,2,1,13,11,2,2,1,2,2,1,10,0
3509,25.05,2.76,5.18,2,1,2,2,2,1,3,4,1,1,1,1,2,1,3,0
3510,21.87,4.82,3.44,1,1,2,2,2,2,1,14,1,1,3,2,2,2,13,0
3511,2.2,2.02,1.25,2,2,2,2,2,2,0,1,2,1,3,1,2,2,9,0
3512,8.22,1.76,2.44,2,1,2,2,2,1,5,0,2,1,1,1,1,1,13,0
3513,13.37,4.01,4.29,1,1,2,1,2,1,25,14,2,2,2,2,2,1,11,0
3514,19.17,3.2,3.54,2,2,1,1,1,2,7,10,2,1,2,1,2,1,17,0
3515,9.38,5.66,5.87,2,2,2,2,1,2,23,16,2,1,1,2,2,2,20,0
3516,11.51,2.62,4.48,2,2,2,1,1,2,9,7,2,1,1,2,1,1,15,1
3517,17.13,3.5,4.52,2,2,1,2,1,2,14,7,1,1,1,1,2,1,2,1
3518,10.07,3.63,5.97,1,1,1,2,2,1,24,20,1,1,2,1,2,2,10,0
3519,8.09,2.82,3.1,2,2,2,2,1,1,7,9,2,1,2,2,1,1,1,0
3520,4.63,1.84,1.39,2,1,2,1,2,1,1,22,1,1,2,1,2,2,4,0
3521,7.31,2.39,1.61,2,1,2,1,2,2,22,4,1,1,1,1,2,2,3,0
3522,8.54,2.61,3.49,1,1,2,2,1,2,17,22,2,1,2,1,2,1,16,0
3523,10.61,2.78,3.03,2,1,1,1,2,2,4,7,1,1,1,2,1,1,10,0
3524,13.62,2.97,2.41,2,1,1,1,2,2,8,6,2,1,1,2,2,1,4,0
3525,19.09,0.48,3.71,1,2,1,1,1,2,2,3,2,2,1,2,2,2,2,0
3526,19.6,4.02,5.41,2,2,1,1,1,2,0,3,2,1,3,1,1,1,14,0
3527,8.76,3.12,5.83,2,2,1,1,1,1,9,27,1,2,3,2,2,1,7,0
3528,18.33,3.77,10.31,1,1,2,2,2,2,25,21,2,1,1,1,2,1,12,0
3529,18.57,4.39,8.02,1,1,1,2,2,1,13,8,2,2,3,1,1,1,17,0
3530,15.82,0.82,6.95,1,1,1,1,2,2,3,1,1,2,2,1,2,1,3,0
3531,2.54,2.93,0.99,1,2,2,1,2,2,4,15,2,1,2,2,1,1,4,0
3532,14.79,3.5,3.1,2,1,1,2,2,1,1,11,1,1,3,2,2,1,7,0
3533,7.07,0.93,1.95,2,1,1,1,1,1,3,8,1,2,3,2,2,1,6,0
3534,18.02,3.01,3.71,1,1,2,2,2,1,8,4,2,1,1,2,1,1,10,0
3535,4.82,2.87,1.8,2,1,2,1,1,2,9,2,2,2,1,1,2,2,15,0
3536,30.4,6.4,6.29,1,2,2,1,1,2,6,8,1,1,1,1,1,1,6,0
3537,20.04,3.25,3.11,2,2,2,1,2,1,10,5,2,1,1,2,2,1,9,0
3538,16.99,4.57,5.88,1,2,1,1,1,1,12,1,2,2,1,2,1,1,4,0
3539,18.48,2.87,4.3,2,2,1,2,1,2,1,9,2,2,2,2,2,2,17,1
3540,8.32,1.98,2.07,2,2,2,2,2,1,23,6,1,1,2,1,1,1,15,0
3541,11.06,1.81,2.71,2,1,2,2,2,2,7,3,1,2,3,2,2,1,13,0
3542,11.54,3.56,4.07,1,1,1,2,1,1,17,3,1,1,3,1,2,2,19,0
3543,9.4,3.13,2.29,1,2,1,1,2,2,7,23,1,2,3,1,1,1,17,0
3544,15.42,2.92,5.98,2,2,1,1,1,2,19,6,2,2,1,1,2,2,9,0
3545,11.02,2.02,0.75,2,1,2,2,1,1,0,1,1,1,3,1,2,2,5,0
3546,9.19,0.76,1.31,1,2,1,2,2,2,1,2,2,2,2,2,1,1,6,0
3547,5.1,0.59,2.85,1,1,2,2,2,2,13,16,2,1,1,1,1,1,18,0
3548,15.01,1.42,2.59,1,1,2,2,1,1,5,3,1,1,2,2,1,1,3,0
3549,14.9,2.97,3.44,1,1,2,1,2,1,0,3,2,1,2,2,2,1,11,0
3550,10.15,2.41,4.54,1,2,1,1,2,1,19,2,1,2,1,1,1,1,3,0
3551,14.4,1.82,3.7,2,2,2,1,1,2,3,11,2,2,2,1,1,1,16,1
3552,17.57,2.45,2.25,1,1,1,2,1,1,2,13,2,2,1,1,2,2,2,0
3553,15.32,5.66,3.73,2,1,1,1,1,2,17,19,1,1,1,2,2,2,8,1
3554,8.4,2.36,1.02,1,2,1,2,1,1,4,18,1,2,2,2,2,1,18,0
3555,9.77,1.72,3.59,1,2,2,2,1,2,3,3,1,1,2,2,1,1,20,0
3556,16.98,2.03,2.28,1,2,1,1,2,1,1,3,1,2,2,2,1,1,16,0
3557,7.2,0.56,1.62,2,1,1,1,2,1,9,1,1,1,1,1,2,2,14,0
3558,6.01,3.03,2.32,1,1,2,2,2,2,17,13,1,2,2,2,2,2,19,0
3559,3.73,3.76,1.29,2,2,2,1,2,2,19,6,2,1,1,1,2,1,14,0
3560,14.07,4.74,8,1,2,1,1,1,2,10,20,2,2,1,1,1,1,18,0
3561,2.47,2.41,1.88,2,1,2,1,2,2,9,11,1,1,2,2,1,1,16,0
3562,9.42,3.37,2.44,2,2,1,1,1,2,14,1,2,1,3,2,2,2,3,0
3563,15.54,1.63,3.77,2,2,1,1,1,1,4,0,1,1,1,1,1,1,1,0
3564,7.19,4.77,3.63,2,1,1,1,2,2,4,10,1,1,1,2,2,1,14,0
3565,9.52,2.97,1.45,1,2,2,1,1,2,5,7,2,2,1,2,1,1,13,0
3566,27.77,8.81,11.08,1,2,2,1,2,2,12,7,2,1,1,1,2,2,19,0
3567,8.48,1.81,2.47,2,2,2,1,1,1,2,4,1,1,2,2,1,1,8,0
3568,12.32,4.68,2.7,2,1,2,1,1,1,20,9,1,1,3,1,1,1,4,0
3569,12.34,3.32,1.81,1,2,1,2,1,2,8,3,2,2,3,1,2,1,19,0
3570,21.21,3.04,4.17,1,1,2,2,2,2,2,2,1,2,1,1,2,2,10,0
3571,26.87,1.47,3.46,2,2,1,1,1,2,3,8,1,2,1,2,1,1,12,0
3572,26.1,3.37,5.73,2,2,2,1,2,1,6,10,1,2,3,1,1,1,9,0
3573,14.43,6.12,10.02,1,2,1,1,1,2,27,22,1,1,2,2,2,2,3,0
3574,15.17,3.51,2.09,2,2,2,2,1,1,2,5,1,1,1,2,1,1,3,0
3575,4.87,2.01,1.07,2,2,1,2,1,2,14,11,1,2,3,1,1,1,18,0
3576,25.22,4.6,9.03,1,2,2,1,1,2,13,25,2,1,3,2,2,1,19,0
3577,2.92,0.94,2.06,1,2,2,1,1,1,2,1,1,2,3,2,2,1,16,0
3578,9.74,2.92,2.14,1,2,1,2,2,1,2,9,1,1,1,1,1,1,12,0
3579,5.01,2.7,0.77,2,2,1,2,1,1,14,2,1,1,3,2,2,2,16,0
3580,7.41,2.45,2.29,2,1,2,1,1,1,16,11,2,2,2,2,2,1,4,0
3581,15.27,4.72,1.58,2,1,1,2,1,1,4,3,2,1,3,1,2,2,8,0
3582,20.87,5.63,6.58,2,2,1,2,1,2,11,13,1,2,2,2,1,1,14,0
3583,22.01,5.14,5.5,1,2,1,1,1,2,8,4,1,1,2,2,2,2,3,0
3584,12,3.88,2.78,2,1,1,2,2,2,4,17,1,1,3,2,2,2,11,0
3585,10.03,2.87,2.02,1,2,2,1,2,2,4,3,2,2,1,2,2,1,14,0
3586,20.06,2.2,7.04,2,2,2,2,2,2,10,16,1,2,3,2,1,1,3,0
3587,15.87,6.25,2.89,1,1,2,1,2,2,6,5,2,2,3,2,2,1,8,0
3588,26.23,3.06,7.66,1,2,2,2,2,2,6,17,2,1,2,1,2,1,14,0
3589,3.09,3.09,1.5,2,2,2,1,1,1,12,12,1,2,1,2,1,1,7,0
3590,31.58,2.07,3.71,1,1,2,1,1,1,1,2,2,1,3,2,1,1,13,0
3591,6.37,2.54,2.44,2,1,1,2,2,1,4,10,2,2,3,2,1,1,17,0
3592,14.52,3.16,1.92,2,2,2,1,1,1,2,6,1,2,3,2,1,1,2,1
3593,14.49,2.17,4.57,2,1,1,2,2,2,6,6,2,1,2,2,2,1,16,0
3594,6.81,3.13,2.32,2,2,2,2,1,2,1,6,1,1,2,2,2,1,2,1
3595,30.01,4.35,3.61,2,1,2,2,1,1,2,1,2,1,1,1,2,2,15,0
3596,7.4,1.67,3.55,1,2,2,2,1,1,18,7,1,1,3,1,1,1,7,0
3597,5.03,2.49,2.48,1,1,2,1,1,2,13,1,2,1,3,1,2,2,13,0
3598,10.27,2,3.98,1,1,1,1,2,1,15,8,1,1,2,1,2,1,10,0
3599,9.77,3.09,1.54,2,1,1,2,1,2,5,9,1,2,1,2,2,1,16,0
3600,11.69,2.84,1.95,1,1,2,2,1,1,5,6,1,1,2,2,2,1,8,1
3601,3,3.09,3.78,1,1,1,1,2,2,22,9,2,1,1,2,2,1,3,0
3602,13.29,2.35,3.95,1,1,2,1,2,1,7,10,2,2,3,1,2,1,12,0
3603,7.75,2.02,1.24,1,1,1,1,2,2,8,7,2,1,3,2,1,1,14,0
3604,4.58,2.72,4.06,1,1,2,1,2,2,22,12,2,1,3,2,2,2,13,0
3605,24.67,11.4,7.85,2,2,2,1,2,1,22,18,2,1,3,2,2,1,6,0
3606,4.87,2.79,1.19,2,2,1,2,1,2,9,18,1,2,2,1,2,2,13,0
3607,12.62,2.06,4.63,1,1,1,2,1,1,10,19,1,1,3,1,1,1,17,1
3608,14.63,2.6,3.08,1,1,2,2,2,1,5,7,1,2,1,1,2,1,6,0
3609,9.82,2.3,3.42,2,2,2,1,2,1,13,14,1,1,3,2,1,1,2,0
3610,13.89,1.31,5.11,2,2,2,1,1,1,9,14,1,2,1,1,1,1,16,0
3611,6.79,1.14,2.33,2,2,1,2,2,2,2,5,1,1,2,2,1,1,17,0
3612,11.31,1.81,3.55,1,2,2,1,2,2,7,1,2,1,3,1,2,2,3,0
3613,10.31,2.03,2.87,2,1,2,1,1,2,0,3,2,1,1,2,1,1,4,0
3614,22.3,4.28,9.18,1,2,2,1,1,1,12,12,1,1,3,1,1,1,4,0
3615,9.57,2.3,5.58,2,1,1,1,2,1,17,26,2,1,1,2,1,1,9,0
3616,6.62,1.87,1.72,1,1,1,2,1,2,4,6,1,1,1,2,2,1,2,0
3617,7.02,3.02,3.71,2,1,1,1,1,1,9,10,1,2,1,1,2,2,2,0
3618,5.88,1.43,1.84,1,1,1,2,2,1,15,17,1,1,3,1,1,1,1,0
3619,13.06,3.74,2.86,1,1,1,2,1,2,1,5,1,1,1,2,2,2,13,0
3620,10.67,1.21,1.84,2,2,2,2,2,1,1,0,1,1,1,2,2,1,20,0
3621,14,1.56,2.56,1,2,2,1,2,2,12,19,2,2,1,1,1,1,14,0
3622,11.02,2.38,3.24,2,1,1,2,2,1,4,0,1,1,1,2,2,1,19,0
3623,39.29,2.68,8.46,2,2,2,2,1,2,7,4,1,1,1,1,1,1,6,0
3624,12.72,2.21,2.25,2,2,1,2,2,2,3,4,2,2,3,1,2,1,13,0
3625,5.03,2.94,2.15,1,1,1,2,1,2,6,9,1,1,3,1,2,2,5,0
3626,6.81,2.62,1.9,2,2,1,1,1,2,7,12,1,1,2,1,1,1,16,0
3627,15.6,1.53,8.73,2,1,2,2,2,2,8,2,1,2,1,2,1,1,16,0
3628,1.66,2.66,1.57,2,2,1,2,2,2,10,3,2,2,2,2,1,1,7,0
3629,12.36,1.17,3.18,1,2,1,2,2,2,5,2,1,2,2,1,2,1,11,0
3630,6.65,2.79,3.28,1,1,2,1,1,2,20,2,2,2,2,2,1,1,4,0
3631,4.32,2.32,1.3,2,1,1,2,2,2,1,7,1,1,2,2,1,1,11,0
3632,16.12,2.62,3.19,1,1,2,1,1,1,5,11,2,1,1,2,1,1,17,0
3633,18.98,1.13,7.34,2,1,1,1,2,1,19,20,1,2,3,2,2,1,13,0
3634,16.81,3.54,7.29,2,1,2,1,1,1,17,20,1,1,3,1,1,1,2,0
3635,6.96,2.59,0.82,1,1,1,1,2,2,7,2,1,2,3,2,1,1,11,0
3636,2.96,1.51,1.34,2,1,2,2,1,2,6,8,1,2,1,2,1,1,15,0
3637,15.02,1.91,3.25,1,2,1,1,1,1,1,0,2,1,2,2,2,1,6,0
3638,9.87,1.16,1.16,1,1,1,2,2,1,14,3,1,2,3,2,1,1,4,0
3639,11.08,2.92,1.24,1,2,1,2,2,2,9,10,2,1,1,2,1,1,14,0
3640,10.22,4.01,2.22,1,1,1,1,2,2,4,3,2,2,1,2,1,1,13,0
3641,19.99,2.76,1.93,1,2,2,1,1,2,1,2,2,1,1,1,2,1,3,0
3642,22.12,3.88,6.63,1,2,1,1,2,1,10,7,2,1,1,2,2,2,7,1
3643,6.87,4.01,6.38,2,1,2,1,2,1,17,23,2,2,1,2,2,2,3,0
3644,9.13,1.96,3.99,1,2,1,1,1,2,12,8,2,2,1,1,1,1,3,0
3645,6.85,2.78,4.94,1,2,2,1,1,1,16,18,2,2,1,2,2,1,2,0
3646,8.35,1.26,1.35,2,1,2,2,1,2,6,3,1,1,2,1,2,2,4,0
3647,13.11,0.59,4.39,1,2,2,2,1,2,1,4,2,1,3,1,1,1,12,0
3648,12.54,2.43,0.9,1,2,1,2,2,2,3,8,2,1,1,2,1,1,3,0
3649,13.07,0.93,2.15,1,1,1,1,2,1,12,1,1,2,2,2,1,1,9,0
3650,8.69,4.65,2.33,2,2,1,1,2,2,8,4,1,1,3,1,1,1,18,0
3651,21.4,3.55,9,2,2,2,2,1,1,15,15,2,2,2,2,2,2,4,0
3652,8.38,3.84,2.88,2,1,1,1,1,2,14,23,2,2,3,1,2,1,19,1
3653,17.56,2.66,2.81,2,2,2,2,1,2,4,10,1,1,3,2,1,1,16,0
3654,9.68,1.87,3.5,2,1,2,1,1,2,9,6,2,1,2,2,2,2,7,0
3655,14.6,4.39,4.68,2,2,2,2,2,1,3,5,1,2,2,2,2,1,14,0
3656,21.39,3.4,5.45,1,1,1,2,1,2,14,3,2,1,3,2,2,2,1,0
3657,14.7,4.61,2.72,2,2,2,2,2,1,13,11,2,1,3,2,2,2,4,0
3658,15.24,2.29,3.07,2,1,1,1,2,2,10,2,2,1,1,2,1,1,18,0
3659,15.34,3.5,4.12,1,2,1,2,2,1,9,4,2,1,2,1,2,1,18,0
3660,8.44,0.33,1.09,1,1,2,2,1,1,9,5,1,1,3,1,1,1,19,0
3661,13.28,2.25,1.91,2,1,2,1,1,1,5,1,2,1,1,2,2,1,20,0
3662,10.14,2.06,3.27,1,2,1,2,2,1,5,10,2,2,3,2,1,1,18,0
3663,11.44,0.98,1.96,2,2,2,1,2,1,3,1,2,2,2,2,1,1,9,0
3664,5.75,0.59,1.38,1,2,1,1,2,2,8,6,2,1,1,2,2,1,11,0
3665,14.07,1.05,3.01,2,1,2,1,1,2,2,9,1,1,3,2,1,1,10,1
3666,20.23,7.61,14.27,2,1,2,1,2,2,14,12,1,2,2,1,2,1,9,0
3667,19.48,1.97,3.98,1,2,1,2,2,1,4,2,2,2,1,2,2,2,11,0
3668,7.79,1.22,1.74,2,1,2,1,1,2,4,10,2,1,3,1,1,1,7,0
3669,2.69,1.68,2.08,1,2,1,2,2,1,15,4,1,2,3,1,1,1,4,0
3670,5.93,2.25,1.56,2,2,2,2,2,2,17,9,1,2,2,1,2,2,4,0
3671,12.53,1.84,1.82,2,1,2,2,2,2,8,10,1,2,1,1,1,1,3,0
3672,16.27,1.21,4.28,1,2,2,1,1,1,5,10,2,1,3,2,2,2,19,0
3673,7.74,1.88,2.05,1,1,2,1,1,2,1,1,1,2,1,2,2,2,13,0
3674,11.27,4.49,4.07,2,2,1,2,1,1,14,8,1,2,2,2,2,1,9,0
3675,12.46,1.21,1.48,1,2,1,1,2,2,7,15,1,1,3,1,2,1,16,0
3676,13.51,1.41,2.9,1,1,2,2,1,1,6,1,2,2,3,2,2,2,16,0
3677,18.06,1.36,3.51,1,2,2,2,2,2,1,2,2,2,1,2,1,1,15,0
3678,10.35,2.64,2.09,2,1,2,2,2,1,8,3,2,1,1,2,2,2,2,0
3679,13.12,3.43,3,1,1,2,1,2,1,14,6,2,1,1,1,1,1,20,0
3680,26.66,3.99,6.25,2,1,1,1,2,1,3,14,2,1,1,1,1,1,7,1
3681,7.03,2.06,2.08,1,2,1,1,1,2,13,10,1,1,2,2,2,2,7,0
3682,6.12,0.95,3.51,1,2,1,1,1,1,8,19,1,2,1,2,1,1,3,0
3683,6.08,3.89,2.61,2,2,2,2,2,1,16,22,2,2,2,2,1,1,4,0
3684,9.14,1.9,3.19,1,1,2,1,1,1,10,6,1,2,1,1,1,1,18,0
3685,25.53,2.35,5.7,2,1,1,1,2,2,0,8,2,2,2,2,2,2,20,0
3686,12.52,1.06,1.54,2,1,1,2,2,2,14,10,1,1,3,2,2,1,12,0
3687,19.53,5.62,3.96,1,1,2,1,2,2,14,22,1,2,3,1,1,1,7,0
3688,20.39,6.47,5.86,2,1,2,2,2,2,11,9,2,2,2,1,1,1,14,0
3689,13.74,0.84,2.43,1,1,2,2,1,2,2,5,2,2,1,1,2,2,18,0
3690,17.11,6.7,7.94,2,1,1,2,1,1,20,3,2,1,1,1,2,1,17,0
3691,13.9,3.63,2.86,1,1,1,1,2,2,4,3,2,2,2,1,1,1,11,0
3692,11.9,1.08,2.88,1,2,2,1,2,1,2,8,2,2,1,2,1,1,2,0
3693,15.19,0.89,3.75,1,2,1,2,1,2,11,0,2,2,3,1,2,1,9,1
3694,2.98,0.97,1.68,1,1,2,1,2,2,2,6,2,2,1,2,2,2,7,1
3695,11.92,2.86,2.73,1,2,2,2,2,2,13,2,2,1,3,1,2,2,2,0
3696,6.51,1.97,2.49,2,2,1,1,1,2,4,1,1,2,1,2,2,1,17,0
3697,6.64,1.74,1.08,1,1,1,2,2,2,1,1,1,2,3,2,1,1,1,1
3698,6.5,1.49,2.69,1,2,1,1,2,1,9,10,1,1,2,2,1,1,20,0
3699,8.67,1.78,3.95,2,2,2,2,1,2,9,27,1,2,3,2,2,2,16,0
3700,23.24,4.93,4.16,2,2,2,2,2,2,6,7,2,1,1,1,1,1,9,1
3701,7.79,0.62,1.06,1,1,2,1,1,1,4,7,2,1,2,2,1,1,6,0
3702,6.33,1.25,6.16,2,2,1,1,1,1,8,10,1,1,1,2,2,1,17,1
3703,12.97,1.24,4.01,1,2,1,2,1,2,4,23,1,1,1,1,2,1,16,0
3704,14.14,2.42,3.51,1,1,2,2,1,1,0,17,2,2,2,1,2,1,13,0
3705,6.9,3.43,2.89,1,1,2,2,2,1,7,1,2,2,3,1,2,2,6,0
3706,6.66,4.18,5.25,1,2,2,1,1,1,17,12,2,2,1,2,2,1,6,0
3707,7.73,1.93,2.57,1,2,1,2,2,1,7,7,2,2,3,2,1,1,1,0
3708,1.27,0.75,1.73,2,2,2,2,1,1,7,7,1,1,1,2,2,2,5,0
3709,10.93,2.68,5.89,2,2,2,1,2,2,14,11,1,1,2,2,1,1,4,0
3710,5.79,1.18,0.68,2,1,1,1,2,2,7,0,2,2,2,2,2,1,20,0
3711,14.39,3.94,13.26,1,1,2,2,2,1,16,7,2,2,3,1,2,2,10,0
3712,13.93,2.74,3.12,2,2,1,2,2,2,6,4,1,2,3,2,2,2,6,1
3713,5.38,0.37,1.78,2,2,1,1,1,1,2,10,1,2,1,1,2,1,2,0
3714,6.46,1.23,2.16,2,2,1,1,2,1,6,4,1,1,1,1,2,1,14,1
3715,12.63,5.12,5.19,1,2,1,1,2,1,17,4,1,2,3,1,2,1,1,0
3716,11.51,2.68,3.48,1,1,1,2,2,2,12,8,1,2,3,1,1,1,12,0
3717,15.11,3.82,2.46,2,1,1,2,1,2,14,26,1,2,3,2,1,1,10,0
3718,14.37,5.27,16.31,2,2,1,1,2,1,21,22,2,1,1,1,1,1,10,0
3719,6.28,2.55,2.57,1,2,1,1,1,1,8,9,1,1,3,2,2,2,15,1
3720,10.62,3.26,4.78,1,1,2,2,2,1,0,6,1,1,3,1,2,2,16,1
3721,7.37,2.54,2.1,2,1,1,2,1,2,11,6,2,1,1,2,2,1,12,0
3722,13.02,3.4,2.97,1,1,1,1,2,1,1,28,1,1,3,2,2,2,17,0
3723,16.97,3.43,10.79,2,1,2,2,2,1,18,26,2,2,2,2,1,1,12,0
3724,24.86,5.55,11.44,1,1,1,2,2,1,5,6,2,1,3,2,2,1,7,1
3725,24.81,5.55,8.44,1,2,2,2,1,1,9,5,2,2,3,2,1,1,2,1
3726,9.49,2.24,2.06,1,2,1,2,1,1,5,3,1,1,3,1,1,1,8,0
3727,22.57,5.78,5.51,2,1,2,1,1,2,10,8,2,2,1,2,1,1,13,0
3728,6.11,1.89,2.48,2,1,2,1,1,2,6,7,1,2,1,1,2,2,4,0
3729,10.37,1.26,1.09,2,2,1,1,1,1,1,4,1,2,2,1,2,2,12,0
3730,17.06,2.73,3.64,1,1,2,1,2,2,7,3,1,1,1,2,2,1,18,0
3731,16.95,1.85,8.69,1,2,2,1,1,2,10,11,2,2,1,2,1,1,7,0
3732,9.31,3.25,4.34,2,2,1,1,1,1,4,12,1,1,2,1,1,1,19,1
3733,3.95,2.47,0.77,2,2,2,2,2,2,8,16,1,1,3,1,2,2,1,0
